0.39803 picoGy 
0.383684 picoGy 
0.379786 picoGy 
0.301712 picoGy 
0.22114 picoGy 
0.168562 picoGy 
0.181002 picoGy 
0.249442 picoGy 
0.316372 picoGy 
0.356623 picoGy 
0.4114 picoGy 
0.398261 picoGy 
0.350355 picoGy 
0.298664 picoGy 
0.241962 picoGy 
0.182508 picoGy 
0.219939 picoGy 
0.327385 picoGy 
0.48417 picoGy 
0.655172 picoGy 
0.784572 picoGy 
0.762549 picoGy 
0.637535 picoGy 
0.460666 picoGy 
0.34191 picoGy 
0.227987 picoGy 
0.219379 picoGy 
0.376388 picoGy 
0.694257 picoGy 
1.28405 picoGy 
2.04087 picoGy 
2.01325 picoGy 
1.25532 picoGy 
0.698693 picoGy 
0.406999 picoGy 
0.253458 picoGy 
0.221656 picoGy 
0.371667 picoGy 
0.755384 picoGy 
2.0722 picoGy 
5.91789 picoGy 
5.94606 picoGy 
2.04922 picoGy 
0.793833 picoGy 
0.391991 picoGy 
0.240254 picoGy 
0.263122 picoGy 
0.422522 picoGy 
0.812015 picoGy 
2.08141 picoGy 
5.8376 picoGy 
5.73576 picoGy 
2.02829 picoGy 
0.782046 picoGy 
0.40126 picoGy 
0.246887 picoGy 
0.234905 picoGy 
0.395884 picoGy 
0.698548 picoGy 
1.27393 picoGy 
1.99612 picoGy 
1.95512 picoGy 
1.20869 picoGy 
0.630146 picoGy 
0.357497 picoGy 
0.234016 picoGy 
0.21313 picoGy 
0.316732 picoGy 
0.468608 picoGy 
0.679234 picoGy 
0.778881 picoGy 
0.754914 picoGy 
0.625895 picoGy 
0.432541 picoGy 
0.294245 picoGy 
0.200235 picoGy 
0.176405 picoGy 
0.241706 picoGy 
0.311297 picoGy 
0.361524 picoGy 
0.398554 picoGy 
0.38885 picoGy 
0.350139 picoGy 
0.286285 picoGy 
0.227582 picoGy 
0.161833 picoGy 
0.175232 picoGy 
0.219178 picoGy 
0.286515 picoGy 
0.353637 picoGy 
0.372965 picoGy 
0.364402 picoGy 
0.345937 picoGy 
0.298292 picoGy 
0.227819 picoGy 
0.174798 picoGy 
0.218761 picoGy 
0.313724 picoGy 
0.421022 picoGy 
0.575889 picoGy 
0.639153 picoGy 
0.64961 picoGy 
0.591068 picoGy 
0.410385 picoGy 
0.287945 picoGy 
0.210385 picoGy 
0.24186 picoGy 
0.377547 picoGy 
0.591774 picoGy 
0.921373 picoGy 
1.21627 picoGy 
1.28811 picoGy 
0.937251 picoGy 
0.558502 picoGy 
0.346887 picoGy 
0.21919 picoGy 
0.223106 picoGy 
0.370591 picoGy 
0.6712 picoGy 
1.25966 picoGy 
2.032 picoGy 
2.11403 picoGy 
1.2536 picoGy 
0.643935 picoGy 
0.355608 picoGy 
0.223151 picoGy 
0.21741 picoGy 
0.36359 picoGy 
0.647786 picoGy 
1.18441 picoGy 
1.98637 picoGy 
2.0064 picoGy 
1.24032 picoGy 
0.651029 picoGy 
0.363431 picoGy 
0.223663 picoGy 
0.242072 picoGy 
0.373253 picoGy 
0.550675 picoGy 
0.872285 picoGy 
1.18829 picoGy 
1.14457 picoGy 
0.921611 picoGy 
0.584929 picoGy 
0.328601 picoGy 
0.220919 picoGy 
0.235538 picoGy 
0.313772 picoGy 
0.428572 picoGy 
0.548401 picoGy 
0.618154 picoGy 
0.602093 picoGy 
0.54677 picoGy 
0.434611 picoGy 
0.29056 picoGy 
0.189678 picoGy 
0.188472 picoGy 
0.237569 picoGy 
0.295348 picoGy 
0.345743 picoGy 
0.353429 picoGy 
0.34095 picoGy 
0.327518 picoGy 
0.291352 picoGy 
0.231016 picoGy 
0.171932 picoGy 
0.173416 picoGy 
0.199594 picoGy 
0.252217 picoGy 
0.294207 picoGy 
0.293048 picoGy 
0.282528 picoGy 
0.3126 picoGy 
0.274479 picoGy 
0.191421 picoGy 
0.162193 picoGy 
0.208269 picoGy 
0.261531 picoGy 
0.340953 picoGy 
0.414597 picoGy 
0.45214 picoGy 
0.469006 picoGy 
0.45473 picoGy 
0.35451 picoGy 
0.2562 picoGy 
0.202467 picoGy 
0.22272 picoGy 
0.294769 picoGy 
0.406306 picoGy 
0.584169 picoGy 
0.64189 picoGy 
0.679652 picoGy 
0.600981 picoGy 
0.426166 picoGy 
0.311913 picoGy 
0.203351 picoGy 
0.206211 picoGy 
0.328619 picoGy 
0.473209 picoGy 
0.651146 picoGy 
0.779984 picoGy 
0.807844 picoGy 
0.662439 picoGy 
0.470974 picoGy 
0.300058 picoGy 
0.193504 picoGy 
0.219832 picoGy 
0.30356 picoGy 
0.450386 picoGy 
0.641173 picoGy 
0.782276 picoGy 
0.793239 picoGy 
0.678405 picoGy 
0.479491 picoGy 
0.319378 picoGy 
0.196469 picoGy 
0.211114 picoGy 
0.276589 picoGy 
0.377771 picoGy 
0.546566 picoGy 
0.651336 picoGy 
0.620516 picoGy 
0.525139 picoGy 
0.412738 picoGy 
0.296137 picoGy 
0.199343 picoGy 
0.18884 picoGy 
0.231462 picoGy 
0.318175 picoGy 
0.388969 picoGy 
0.436409 picoGy 
0.430875 picoGy 
0.388116 picoGy 
0.339314 picoGy 
0.271381 picoGy 
0.176196 picoGy 
0.166171 picoGy 
0.202252 picoGy 
0.242177 picoGy 
0.264945 picoGy 
0.293416 picoGy 
0.288548 picoGy 
0.266463 picoGy 
0.259444 picoGy 
0.205423 picoGy 
0.162468 picoGy 
