0.152861 picoGy 
0.189438 picoGy 
0.243999 picoGy 
0.285875 picoGy 
0.294441 picoGy 
0.334826 picoGy 
0.298586 picoGy 
0.255719 picoGy 
0.216375 picoGy 
0.147419 picoGy 
0.175218 picoGy 
0.227127 picoGy 
0.330805 picoGy 
0.422563 picoGy 
0.442929 picoGy 
0.472567 picoGy 
0.405702 picoGy 
0.335989 picoGy 
0.246097 picoGy 
0.187619 picoGy 
0.197232 picoGy 
0.298245 picoGy 
0.407559 picoGy 
0.570015 picoGy 
0.642809 picoGy 
0.65436 picoGy 
0.573673 picoGy 
0.439039 picoGy 
0.317271 picoGy 
0.220164 picoGy 
0.206606 picoGy 
0.305178 picoGy 
0.463737 picoGy 
0.655056 picoGy 
0.799108 picoGy 
0.82483 picoGy 
0.671114 picoGy 
0.44754 picoGy 
0.29973 picoGy 
0.21787 picoGy 
0.2192 picoGy 
0.307298 picoGy 
0.44532 picoGy 
0.635227 picoGy 
0.790413 picoGy 
0.766873 picoGy 
0.648991 picoGy 
0.463018 picoGy 
0.314618 picoGy 
0.209435 picoGy 
0.194605 picoGy 
0.283446 picoGy 
0.427875 picoGy 
0.581084 picoGy 
0.631843 picoGy 
0.646794 picoGy 
0.572843 picoGy 
0.391182 picoGy 
0.290131 picoGy 
0.214508 picoGy 
0.181418 picoGy 
0.247904 picoGy 
0.328035 picoGy 
0.433305 picoGy 
0.453305 picoGy 
0.45213 picoGy 
0.436743 picoGy 
0.339717 picoGy 
0.249128 picoGy 
0.185881 picoGy 
0.16033 picoGy 
0.2009 picoGy 
0.259114 picoGy 
0.303217 picoGy 
0.299068 picoGy 
0.307041 picoGy 
0.258432 picoGy 
0.246213 picoGy 
0.218881 picoGy 
0.171599 picoGy 
0.180056 picoGy 
0.225134 picoGy 
0.281254 picoGy 
0.350066 picoGy 
0.351533 picoGy 
0.389919 picoGy 
0.36024 picoGy 
0.29316 picoGy 
0.232766 picoGy 
0.176304 picoGy 
0.204683 picoGy 
0.280581 picoGy 
0.396708 picoGy 
0.556519 picoGy 
0.626088 picoGy 
0.68482 picoGy 
0.58008 picoGy 
0.420425 picoGy 
0.278901 picoGy 
0.19997 picoGy 
0.234419 picoGy 
0.353826 picoGy 
0.535578 picoGy 
0.885545 picoGy 
1.2352 picoGy 
1.24852 picoGy 
0.90256 picoGy 
0.573364 picoGy 
0.348499 picoGy 
0.20729 picoGy 
0.23201 picoGy 
0.364732 picoGy 
0.644881 picoGy 
1.21576 picoGy 
2.04387 picoGy 
2.07641 picoGy 
1.25992 picoGy 
0.66329 picoGy 
0.363225 picoGy 
0.217628 picoGy 
0.230583 picoGy 
0.372392 picoGy 
0.644041 picoGy 
1.22429 picoGy 
2.01522 picoGy 
2.01008 picoGy 
1.22346 picoGy 
0.679265 picoGy 
0.384827 picoGy 
0.240924 picoGy 
0.22717 picoGy 
0.32967 picoGy 
0.549424 picoGy 
0.934601 picoGy 
1.23839 picoGy 
1.2193 picoGy 
0.89151 picoGy 
0.578797 picoGy 
0.361874 picoGy 
0.240028 picoGy 
0.193297 picoGy 
0.282564 picoGy 
0.4143 picoGy 
0.568362 picoGy 
0.667509 picoGy 
0.664368 picoGy 
0.546088 picoGy 
0.435244 picoGy 
0.309098 picoGy 
0.219024 picoGy 
0.171597 picoGy 
0.220914 picoGy 
0.303941 picoGy 
0.347011 picoGy 
0.375454 picoGy 
0.374298 picoGy 
0.348071 picoGy 
0.301904 picoGy 
0.237938 picoGy 
0.17286 picoGy 
0.187959 picoGy 
0.262756 picoGy 
0.342669 picoGy 
0.402143 picoGy 
0.40199 picoGy 
0.383692 picoGy 
0.374066 picoGy 
0.301123 picoGy 
0.232289 picoGy 
0.178665 picoGy 
0.208572 picoGy 
0.315711 picoGy 
0.480527 picoGy 
0.674072 picoGy 
0.78908 picoGy 
0.782209 picoGy 
0.642739 picoGy 
0.468211 picoGy 
0.30844 picoGy 
0.210018 picoGy 
0.227302 picoGy 
0.38521 picoGy 
0.679516 picoGy 
1.26406 picoGy 
2.0274 picoGy 
2.06235 picoGy 
1.2403 picoGy 
0.640334 picoGy 
0.361672 picoGy 
0.229068 picoGy 
0.249941 picoGy 
0.416721 picoGy 
0.802632 picoGy 
2.04179 picoGy 
5.88853 picoGy 
5.92098 picoGy 
2.03399 picoGy 
0.763229 picoGy 
0.399428 picoGy 
0.245097 picoGy 
0.246601 picoGy 
0.398705 picoGy 
0.784424 picoGy 
2.01609 picoGy 
5.85035 picoGy 
5.86583 picoGy 
2.06909 picoGy 
0.813317 picoGy 
0.413778 picoGy 
0.240559 picoGy 
0.229267 picoGy 
0.364167 picoGy 
0.637535 picoGy 
1.20817 picoGy 
2.04286 picoGy 
2.01458 picoGy 
1.24799 picoGy 
0.645992 picoGy 
0.371824 picoGy 
0.240835 picoGy 
0.217059 picoGy 
0.300094 picoGy 
0.443398 picoGy 
0.654502 picoGy 
0.780965 picoGy 
0.776605 picoGy 
0.64818 picoGy 
0.448452 picoGy 
0.299306 picoGy 
0.199987 picoGy 
0.169455 picoGy 
0.205752 picoGy 
0.303761 picoGy 
0.376986 picoGy 
