-125 -175 -225
-125 -175 -175
-125 -175 -125
-125 -175 -75
-125 -175 -25
-125 -175 25
-125 -175 75
-125 -175 125
-125 -175 175
-125 -175 225
-125 -125 -225
-125 -125 -175
-125 -125 -125
-125 -125 -75
-125 -125 -25
-125 -125 25
-125 -125 75
-125 -125 125
-125 -125 175
-125 -125 225
-125 -75 -225
-125 -75 -175
-125 -75 -125
-125 -75 -75
-125 -75 -25
-125 -75 25
-125 -75 75
-125 -75 125
-125 -75 175
-125 -75 225
-125 -25 -225
-125 -25 -175
-125 -25 -125
-125 -25 -75
-125 -25 -25
-125 -25 25
-125 -25 75
-125 -25 125
-125 -25 175
-125 -25 225
-125 25 -225
-125 25 -175
-125 25 -125
-125 25 -75
-125 25 -25
-125 25 25
-125 25 75
-125 25 125
-125 25 175
-125 25 225
-125 75 -225
-125 75 -175
-125 75 -125
-125 75 -75
-125 75 -25
-125 75 25
-125 75 75
-125 75 125
-125 75 175
-125 75 225
-125 125 -225
-125 125 -175
-125 125 -125
-125 125 -75
-125 125 -25
-125 125 25
-125 125 75
-125 125 125
-125 125 175
-125 125 225
-125 175 -225
-125 175 -175
-125 175 -125
-125 175 -75
-125 175 -25
-125 175 25
-125 175 75
-125 175 125
-125 175 175
-125 175 225
-75 -175 -225
-75 -175 -175
-75 -175 -125
-75 -175 -75
-75 -175 -25
-75 -175 25
-75 -175 75
-75 -175 125
-75 -175 175
-75 -175 225
-75 -125 -225
-75 -125 -175
-75 -125 -125
-75 -125 -75
-75 -125 -25
-75 -125 25
-75 -125 75
-75 -125 125
-75 -125 175
-75 -125 225
-75 -75 -225
-75 -75 -175
-75 -75 -125
-75 -75 -75
-75 -75 -25
-75 -75 25
-75 -75 75
-75 -75 125
-75 -75 175
-75 -75 225
-75 -25 -225
-75 -25 -175
-75 -25 -125
-75 -25 -75
-75 -25 -25
-75 -25 25
-75 -25 75
-75 -25 125
-75 -25 175
-75 -25 225
-75 25 -225
-75 25 -175
-75 25 -125
-75 25 -75
-75 25 -25
-75 25 25
-75 25 75
-75 25 125
-75 25 175
-75 25 225
-75 75 -225
-75 75 -175
-75 75 -125
-75 75 -75
-75 75 -25
-75 75 25
-75 75 75
-75 75 125
-75 75 175
-75 75 225
-75 125 -225
-75 125 -175
-75 125 -125
-75 125 -75
-75 125 -25
-75 125 25
-75 125 75
-75 125 125
-75 125 175
-75 125 225
-75 175 -225
-75 175 -175
-75 175 -125
-75 175 -75
-75 175 -25
-75 175 25
-75 175 75
-75 175 125
-75 175 175
-75 175 225
-25 -175 -225
-25 -175 -175
-25 -175 -125
-25 -175 -75
-25 -175 -25
-25 -175 25
-25 -175 75
-25 -175 125
-25 -175 175
-25 -175 225
-25 -125 -225
-25 -125 -175
-25 -125 -125
-25 -125 -75
-25 -125 -25
-25 -125 25
-25 -125 75
-25 -125 125
-25 -125 175
-25 -125 225
-25 -75 -225
-25 -75 -175
-25 -75 -125
-25 -75 -75
-25 -75 -25
-25 -75 25
-25 -75 75
-25 -75 125
-25 -75 175
-25 -75 225
-25 -25 -225
-25 -25 -175
-25 -25 -125
-25 -25 -75
-25 -25 -25
-25 -25 25
-25 -25 75
-25 -25 125
-25 -25 175
-25 -25 225
-25 25 -225
-25 25 -175
-25 25 -125
-25 25 -75
-25 25 -25
-25 25 25
-25 25 75
-25 25 125
-25 25 175
-25 25 225
-25 75 -225
-25 75 -175
-25 75 -125
-25 75 -75
-25 75 -25
-25 75 25
-25 75 75
-25 75 125
-25 75 175
-25 75 225
-25 125 -225
-25 125 -175
-25 125 -125
-25 125 -75
-25 125 -25
-25 125 25
-25 125 75
-25 125 125
-25 125 175
-25 125 225
-25 175 -225
-25 175 -175
-25 175 -125
-25 175 -75
-25 175 -25
-25 175 25
-25 175 75
-25 175 125
-25 175 175
-25 175 225
25 -175 -225
25 -175 -175
25 -175 -125
25 -175 -75
25 -175 -25
25 -175 25
25 -175 75
25 -175 125
25 -175 175
25 -175 225
25 -125 -225
25 -125 -175
25 -125 -125
25 -125 -75
25 -125 -25
25 -125 25
25 -125 75
25 -125 125
25 -125 175
25 -125 225
25 -75 -225
25 -75 -175
25 -75 -125
25 -75 -75
25 -75 -25
25 -75 25
25 -75 75
25 -75 125
25 -75 175
25 -75 225
25 -25 -225
25 -25 -175
25 -25 -125
25 -25 -75
25 -25 -25
25 -25 25
25 -25 75
25 -25 125
25 -25 175
25 -25 225
25 25 -225
25 25 -175
25 25 -125
25 25 -75
25 25 -25
25 25 25
25 25 75
25 25 125
25 25 175
25 25 225
25 75 -225
25 75 -175
25 75 -125
25 75 -75
25 75 -25
25 75 25
25 75 75
25 75 125
25 75 175
25 75 225
25 125 -225
25 125 -175
25 125 -125
25 125 -75
25 125 -25
25 125 25
25 125 75
25 125 125
25 125 175
25 125 225
25 175 -225
25 175 -175
25 175 -125
25 175 -75
25 175 -25
25 175 25
25 175 75
25 175 125
25 175 175
25 175 225
75 -175 -225
75 -175 -175
75 -175 -125
75 -175 -75
75 -175 -25
75 -175 25
75 -175 75
75 -175 125
75 -175 175
75 -175 225
75 -125 -225
75 -125 -175
75 -125 -125
75 -125 -75
75 -125 -25
75 -125 25
75 -125 75
75 -125 125
75 -125 175
75 -125 225
75 -75 -225
75 -75 -175
75 -75 -125
75 -75 -75
75 -75 -25
75 -75 25
75 -75 75
75 -75 125
75 -75 175
75 -75 225
75 -25 -225
75 -25 -175
75 -25 -125
75 -25 -75
75 -25 -25
75 -25 25
75 -25 75
75 -25 125
75 -25 175
75 -25 225
75 25 -225
75 25 -175
75 25 -125
75 25 -75
75 25 -25
75 25 25
75 25 75
75 25 125
75 25 175
75 25 225
75 75 -225
75 75 -175
75 75 -125
75 75 -75
75 75 -25
75 75 25
75 75 75
75 75 125
75 75 175
75 75 225
75 125 -225
75 125 -175
75 125 -125
75 125 -75
75 125 -25
75 125 25
75 125 75
75 125 125
75 125 175
75 125 225
75 175 -225
75 175 -175
75 175 -125
75 175 -75
75 175 -25
75 175 25
75 175 75
75 175 125
75 175 175
75 175 225
125 -175 -225
125 -175 -175
125 -175 -125
125 -175 -75
125 -175 -25
125 -175 25
125 -175 75
125 -175 125
125 -175 175
125 -175 225
125 -125 -225
125 -125 -175
125 -125 -125
125 -125 -75
125 -125 -25
125 -125 25
125 -125 75
125 -125 125
125 -125 175
125 -125 225
125 -75 -225
125 -75 -175
125 -75 -125
125 -75 -75
125 -75 -25
125 -75 25
125 -75 75
125 -75 125
125 -75 175
125 -75 225
125 -25 -225
125 -25 -175
125 -25 -125
125 -25 -75
125 -25 -25
125 -25 25
125 -25 75
125 -25 125
125 -25 175
125 -25 225
125 25 -225
125 25 -175
125 25 -125
125 25 -75
125 25 -25
125 25 25
125 25 75
125 25 125
125 25 175
125 25 225
125 75 -225
125 75 -175
125 75 -125
125 75 -75
125 75 -25
125 75 25
125 75 75
125 75 125
125 75 175
125 75 225
125 125 -225
125 125 -175
125 125 -125
125 125 -75
125 125 -25
125 125 25
125 125 75
125 125 125
125 125 175
125 125 225
125 175 -225
125 175 -175
125 175 -125
125 175 -75
125 175 -25
125 175 25
125 175 75
125 175 125
125 175 175
125 175 225
